name,miles_per_gallon,cylinders,displacement,hp,weight_lbs,acceleration,year,origin,weight_kg,mpg_category,vehicle_age,origin_encoded,origin_europe,origin_japan,origin_usa
toyota corolla liftback,26.0,4.0,97.0,75.0,2265.0,18.2,77,japan,1027.38588,Medium,1949,1,False,True,False
ford mustang ii 2+2,25.5,4.0,140.0,89.0,2755.0,15.8,77,usa,1249.64596,Medium,1949,2,False,False,True
chevrolet chevette,30.5,4.0,98.0,63.0,2051.0,17.0,77,usa,930.317192,High,1949,2,False,False,True
dodge colt m/m,33.5,4.0,98.0,83.0,2075.0,15.9,77,usa,941.2034,High,1949,2,False,False,True
subaru dl,30.0,4.0,97.0,67.0,1985.0,16.4,77,japan,900.38012,High,1949,1,False,True,False
volkswagen dasher,30.5,4.0,97.0,78.0,2190.0,14.1,77,europe,993.36648,High,1949,0,True,False,False
datsun 810,22.0,6.0,146.0,97.0,2815.0,14.5,77,japan,1276.86148,Medium,1949,1,False,True,False
bmw 320i,21.5,4.0,121.0,110.0,2600.0,12.8,77,europe,1179.3392,Medium,1949,0,True,False,False
mazda rx-4,21.5,3.0,80.0,110.0,2720.0,13.5,77,japan,1233.77024,Medium,1949,1,False,True,False
volkswagen rabbit custom diesel,43.1,4.0,90.0,48.0,1985.0,21.5,78,europe,900.38012,High,1948,0,True,False,False
ford fiesta,36.1,4.0,98.0,66.0,1800.0,14.4,78,usa,816.4656,High,1948,2,False,False,True
mazda glc deluxe,32.8,4.0,78.0,52.0,1985.0,19.4,78,japan,900.38012,High,1948,1,False,True,False
datsun b210 gx,39.4,4.0,85.0,70.0,2070.0,18.6,78,japan,938.93544,High,1948,1,False,True,False
honda civic cvcc,36.1,4.0,91.0,60.0,1800.0,16.4,78,japan,816.4656,High,1948,1,False,True,False
oldsmobile cutlass salon brougham,19.9,8.0,260.0,110.0,3365.0,15.5,78,usa,1526.33708,Low,1948,2,False,False,True
dodge diplomat,19.4,8.0,318.0,140.0,3735.0,13.2,78,usa,1694.16612,Low,1948,2,False,False,True
mercury monarch ghia,20.2,8.0,302.0,139.0,3570.0,12.8,78,usa,1619.32344,Medium,1948,2,False,False,True
pontiac phoenix lj,19.2,6.0,231.0,105.0,3535.0,19.2,78,usa,1603.44772,Low,1948,2,False,False,True
chevrolet malibu,20.5,6.0,200.0,95.0,3155.0,18.2,78,usa,1431.08276,Medium,1948,2,False,False,True
ford fairmont (auto),20.2,6.0,200.0,85.0,2965.0,15.8,78,usa,1344.90028,Medium,1948,2,False,False,True
ford fairmont (man),25.1,4.0,140.0,88.0,2720.0,15.4,78,usa,1233.77024,Medium,1948,2,False,False,True
plymouth volare,20.5,6.0,225.0,100.0,3430.0,17.2,78,usa,1555.82056,Medium,1948,2,False,False,True
amc concord,19.4,6.0,232.0,90.0,3210.0,17.2,78,usa,1456.03032,Low,1948,2,False,False,True
buick century special,20.6,6.0,231.0,105.0,3380.0,15.8,78,usa,1533.14096,Medium,1948,2,False,False,True
mercury zephyr,20.8,6.0,200.0,85.0,3070.0,16.7,78,usa,1392.52744,Medium,1948,2,False,False,True
dodge aspen,18.6,6.0,225.0,110.0,3620.0,18.7,78,usa,1642.00304,Low,1948,2,False,False,True
amc concord d/l,18.1,6.0,258.0,120.0,3410.0,15.1,78,usa,1546.74872,Low,1948,2,False,False,True
chevrolet monte carlo landau,19.2,8.0,305.0,145.0,3425.0,13.2,78,usa,1553.5526,Low,1948,2,False,False,True
buick regal sport coupe (turbo),17.7,6.0,231.0,165.0,3445.0,13.4,78,usa,1562.62444,Low,1948,2,False,False,True
ford futura,18.1,8.0,302.0,139.0,3205.0,11.2,78,usa,1453.76236,Low,1948,2,False,False,True
dodge magnum xe,17.5,8.0,146.0,140.0,4080.0,13.7,78,usa,1850.65536,Low,1948,2,False,False,True
chevrolet chevette,30.0,4.0,98.0,68.0,2155.0,16.5,78,usa,977.49076,High,1948,2,False,False,True
toyota corona,27.5,4.0,134.0,95.0,2560.0,14.2,78,japan,1161.19552,Medium,1948,1,False,True,False
datsun 510,27.2,4.0,119.0,97.0,2300.0,14.7,78,japan,1043.2616,Medium,1948,1,False,True,False
dodge omni,30.9,4.0,105.0,75.0,2230.0,14.5,78,usa,1011.51016,High,1948,2,False,False,True
toyota celica gt liftback,21.1,4.0,134.0,95.0,2515.0,14.8,78,japan,1140.78388,Medium,1948,1,False,True,False
plymouth sapporo,23.2,4.0,146.0,105.0,2745.0,16.7,78,usa,1245.11004,Medium,1948,2,False,False,True
oldsmobile starfire sx,23.8,4.0,151.0,85.0,2855.0,17.6,78,usa,1295.00516,Medium,1948,2,False,False,True
datsun 200-sx,23.9,4.0,119.0,97.0,2405.0,14.9,78,japan,1090.88876,Medium,1948,1,False,True,False
audi 5000,20.3,5.0,131.0,103.0,2830.0,15.9,78,europe,1283.66536,Medium,1948,0,True,False,False
volvo 264gl,17.0,6.0,163.0,125.0,3140.0,13.6,78,europe,1424.27888,Low,1948,0,True,False,False
saab 99gle,21.6,4.0,121.0,115.0,2795.0,15.7,78,europe,1267.78964,Medium,1948,0,True,False,False
peugeot 604sl,16.2,6.0,163.0,133.0,3410.0,15.8,78,europe,1546.74872,Low,1948,0,True,False,False
volkswagen scirocco,31.5,4.0,89.0,71.0,1990.0,14.9,78,europe,902.6480799999999,High,1948,0,True,False,False
honda accord lx,29.5,4.0,98.0,68.0,2135.0,16.6,78,japan,968.41892,Medium,1948,1,False,True,False
pontiac lemans v6,21.5,6.0,231.0,115.0,3245.0,15.4,79,usa,1471.90604,Medium,1947,2,False,False,True
mercury zephyr 6,19.8,6.0,200.0,85.0,2990.0,18.2,79,usa,1356.24008,Low,1947,2,False,False,True
ford fairmont 4,22.3,4.0,146.0,88.0,2890.0,17.3,79,usa,1310.88088,Medium,1947,2,False,False,True
amc concord dl 6,20.2,6.0,232.0,90.0,3265.0,18.2,79,usa,1480.97788,Medium,1947,2,False,False,True
dodge aspen 6,20.6,6.0,225.0,92.5,3360.0,16.6,79,usa,1524.0691199999999,Medium,1947,2,False,False,True
chevrolet caprice classic,17.0,8.0,305.0,130.0,3840.0,15.4,79,usa,1741.7932799999999,Low,1947,2,False,False,True
ford ltd landau,17.6,8.0,302.0,129.0,2797.5,13.4,79,usa,1268.92362,Low,1947,2,False,False,True
mercury grand marquis,16.5,8.0,351.0,138.0,3955.0,13.2,79,usa,1793.95636,Low,1947,2,False,False,True
dodge st. regis,18.2,8.0,318.0,135.0,3830.0,15.2,79,usa,1737.25736,Low,1947,2,False,False,True
buick estate wagon (sw),16.9,8.0,350.0,155.0,4360.0,14.9,79,usa,1977.66112,Low,1947,2,False,False,True
ford country squire (sw),15.5,8.0,351.0,142.0,4054.0,14.3,79,usa,1838.861968,Low,1947,2,False,False,True
chevrolet malibu classic (sw),19.2,8.0,267.0,125.0,3605.0,15.0,79,usa,1635.19916,Low,1947,2,False,False,True
chrysler lebaron town @ country (sw),18.5,8.0,360.0,150.0,3940.0,13.0,79,usa,1787.15248,Low,1947,2,False,False,True
vw rabbit custom,31.9,4.0,89.0,71.0,1925.0,14.0,79,europe,873.1646,High,1947,0,True,False,False
maxda glc deluxe,34.1,4.0,86.0,65.0,1975.0,15.2,79,japan,895.8442,High,1947,1,False,True,False
dodge colt hatchback custom,35.7,4.0,98.0,80.0,1915.0,14.4,79,usa,868.62868,High,1947,2,False,False,True
amc spirit dl,27.4,4.0,121.0,80.0,2670.0,15.0,79,usa,1211.09064,Medium,1947,2,False,False,True
mercedes benz 300d,25.4,5.0,183.0,77.0,3530.0,20.1,79,europe,1601.17976,Medium,1947,0,True,False,False
cadillac eldorado,23.0,8.0,350.0,125.0,3900.0,17.4,79,usa,1769.0088,Medium,1947,2,False,False,True
peugeot 504,27.2,4.0,141.0,71.0,3190.0,24.8,79,europe,1446.95848,Medium,1947,0,True,False,False
oldsmobile cutlass salon brougham,23.9,8.0,260.0,90.0,3420.0,22.2,79,usa,1551.28464,Medium,1947,2,False,False,True
plymouth horizon,34.2,4.0,105.0,70.0,2200.0,13.2,79,usa,997.9024,High,1947,2,False,False,True
plymouth horizon tc3,34.5,4.0,105.0,70.0,2150.0,14.9,79,usa,975.2228,High,1947,2,False,False,True
datsun 210,31.8,4.0,85.0,65.0,2020.0,19.2,79,japan,916.25584,High,1947,1,False,True,False
fiat strada custom,37.3,4.0,91.0,69.0,2130.0,14.7,79,europe,966.1509599999999,High,1947,0,True,False,False
buick skylark limited,28.4,4.0,151.0,90.0,2670.0,16.0,79,usa,1211.09064,Medium,1947,2,False,False,True
chevrolet citation,28.8,6.0,173.0,115.0,2595.0,11.3,79,usa,1177.07124,Medium,1947,2,False,False,True
oldsmobile omega brougham,26.8,6.0,173.0,115.0,2700.0,12.9,79,usa,1224.6984,Medium,1947,2,False,False,True
pontiac phoenix,33.5,4.0,151.0,90.0,2556.0,13.2,79,usa,1159.381152,High,1947,2,False,False,True
vw rabbit,41.5,4.0,98.0,76.0,2144.0,14.7,80,europe,972.501248,High,1946,0,True,False,False
toyota corolla tercel,38.1,4.0,89.0,60.0,1968.0,18.8,80,japan,892.669056,High,1946,1,False,True,False
chevrolet chevette,32.1,4.0,98.0,70.0,2120.0,15.5,80,usa,961.61504,High,1946,2,False,False,True
datsun 310,37.2,4.0,86.0,65.0,2019.0,16.4,80,japan,915.802248,High,1946,1,False,True,False
chevrolet citation,28.0,4.0,151.0,90.0,2678.0,16.5,80,usa,1214.719376,Medium,1946,2,False,False,True
ford fairmont,26.4,4.0,140.0,88.0,2870.0,18.1,80,usa,1301.80904,Medium,1946,2,False,False,True
amc concord,24.3,4.0,151.0,90.0,3003.0,20.1,80,usa,1362.136776,Medium,1946,2,False,False,True
dodge aspen,19.1,6.0,225.0,90.0,3381.0,18.7,80,usa,1533.594552,Low,1946,2,False,False,True
audi 4000,34.3,4.0,97.0,78.0,2188.0,15.8,80,europe,992.459296,High,1946,0,True,False,False
toyota corona liftback,29.8,4.0,134.0,90.0,2711.0,15.5,80,japan,1229.687912,Medium,1946,1,False,True,False
mazda 626,31.3,4.0,120.0,75.0,2542.0,17.5,80,japan,1153.030864,High,1946,1,False,True,False
datsun 510 hatchback,37.0,4.0,119.0,92.0,2434.0,15.0,80,japan,1104.042928,High,1946,1,False,True,False
toyota corolla,32.2,4.0,108.0,75.0,2265.0,15.2,80,japan,1027.38588,High,1946,1,False,True,False
mazda glc,46.6,4.0,86.0,65.0,2110.0,17.9,80,japan,957.07912,High,1946,1,False,True,False
dodge colt,27.9,4.0,156.0,105.0,2800.0,14.4,80,usa,1270.0576,Medium,1946,2,False,False,True
datsun 210,40.8,4.0,85.0,65.0,2110.0,19.2,80,japan,957.07912,High,1946,1,False,True,False
vw rabbit c (diesel),44.3,4.0,90.0,48.0,2085.0,21.7,80,europe,945.73932,High,1946,0,True,False,False
vw dasher (diesel),43.4,4.0,90.0,48.0,2335.0,23.7,80,europe,1059.13732,High,1946,0,True,False,False
audi 5000s (diesel),36.4,5.0,121.0,67.0,2950.0,19.9,80,europe,1338.0964,High,1946,0,True,False,False
mercedes-benz 240d,30.0,4.0,146.0,67.0,3250.0,21.8,80,europe,1474.174,High,1946,0,True,False,False
honda civic 1500 gl,44.6,4.0,91.0,67.0,1850.0,13.8,80,japan,839.1452,High,1946,1,False,True,False
renault lecar deluxe,40.9,4.0,85.0,92.5,1835.0,17.3,80,europe,832.34132,High,1946,0,True,False,False
subaru dl,33.8,4.0,97.0,67.0,2145.0,18.0,80,japan,972.95484,High,1946,1,False,True,False
vokswagen rabbit,29.8,4.0,89.0,62.0,1845.0,15.3,80,europe,836.87724,Medium,1946,0,True,False,False
datsun 280-zx,32.7,6.0,168.0,132.0,2910.0,11.4,80,japan,1319.95272,High,1946,1,False,True,False
mazda rx-7 gs,23.7,3.0,70.0,100.0,2420.0,12.5,80,japan,1097.69264,Medium,1946,1,False,True,False
triumph tr7 coupe,35.0,4.0,122.0,88.0,2500.0,15.1,80,europe,1133.98,High,1946,0,True,False,False
ford mustang cobra,23.6,4.0,140.0,92.5,2905.0,14.3,80,usa,1317.68476,Medium,1946,2,False,False,True
honda accord,32.4,4.0,107.0,72.0,2290.0,17.0,80,japan,1038.72568,High,1946,1,False,True,False
plymouth reliant,27.2,4.0,135.0,84.0,2490.0,15.7,81,usa,1129.44408,Medium,1945,2,False,False,True
buick skylark,26.6,4.0,151.0,84.0,2635.0,16.4,81,usa,1195.21492,Medium,1945,2,False,False,True
dodge aries wagon (sw),25.8,4.0,156.0,92.0,2620.0,14.4,81,usa,1188.41104,Medium,1945,2,False,False,True
chevrolet citation,23.5,6.0,173.0,110.0,2725.0,12.6,81,usa,1236.0382,Medium,1945,2,False,False,True
plymouth reliant,30.0,4.0,135.0,84.0,2385.0,12.9,81,usa,1081.81692,High,1945,2,False,False,True
toyota starlet,39.1,4.0,79.0,58.0,1755.0,16.9,81,japan,796.05396,High,1945,1,False,True,False
plymouth champ,39.0,4.0,86.0,64.0,1875.0,16.4,81,usa,850.485,High,1945,2,False,False,True
honda civic 1300,35.1,4.0,81.0,60.0,1760.0,16.1,81,japan,798.32192,High,1945,1,False,True,False
subaru,32.3,4.0,97.0,67.0,2065.0,17.8,81,japan,936.66748,High,1945,1,False,True,False
datsun 210 mpg,37.0,4.0,85.0,65.0,1975.0,19.4,81,japan,895.8442,High,1945,1,False,True,False
toyota tercel,37.7,4.0,89.0,62.0,2050.0,17.3,81,japan,929.8636,High,1945,1,False,True,False
mazda glc 4,34.1,4.0,91.0,68.0,1985.0,16.0,81,japan,900.38012,High,1945,1,False,True,False
plymouth horizon 4,34.7,4.0,105.0,63.0,2215.0,14.9,81,usa,1004.70628,High,1945,2,False,False,True
ford escort 4w,34.4,4.0,98.0,65.0,2045.0,16.2,81,usa,927.59564,High,1945,2,False,False,True
ford escort 2h,29.9,4.0,98.0,65.0,2380.0,20.7,81,usa,1079.54896,Medium,1945,2,False,False,True
volkswagen jetta,33.0,4.0,105.0,74.0,2190.0,14.2,81,europe,993.36648,High,1945,0,True,False,False
renault 18i,34.5,4.0,100.0,92.5,2320.0,15.8,81,europe,1052.3334399999999,High,1945,0,True,False,False
honda prelude,33.7,4.0,107.0,75.0,2210.0,14.4,81,japan,1002.43832,High,1945,1,False,True,False
toyota corolla,32.4,4.0,108.0,75.0,2350.0,16.8,81,japan,1065.9412,High,1945,1,False,True,False
datsun 200sx,32.9,4.0,119.0,100.0,2615.0,14.8,81,japan,1186.14308,High,1945,1,False,True,False
mazda 626,31.6,4.0,120.0,74.0,2635.0,18.3,81,japan,1195.21492,High,1945,1,False,True,False
peugeot 505s turbo diesel,28.1,4.0,141.0,80.0,3230.0,20.4,81,europe,1465.10216,Medium,1945,0,True,False,False
volvo diesel,30.7,6.0,145.0,76.0,3160.0,19.6,81,europe,1433.35072,High,1945,0,True,False,False
toyota cressida,25.4,6.0,168.0,116.0,2900.0,12.6,81,japan,1315.4168,Medium,1945,1,False,True,False
datsun 810 maxima,24.2,6.0,146.0,120.0,2930.0,13.8,81,japan,1329.02456,Medium,1945,1,False,True,False
buick century,22.4,6.0,231.0,110.0,3415.0,15.8,81,usa,1549.01668,Medium,1945,2,False,False,True
oldsmobile cutlass ls,26.6,8.0,350.0,105.0,3725.0,19.0,81,usa,1689.6302,Medium,1945,2,False,False,True
ford granada gl,20.2,6.0,200.0,88.0,3060.0,17.1,81,usa,1387.99152,Medium,1945,2,False,False,True
chrysler lebaron salon,17.6,6.0,225.0,85.0,3465.0,16.6,81,usa,1571.69628,Low,1945,2,False,False,True
chevrolet cavalier,28.0,4.0,112.0,88.0,2605.0,19.6,82,usa,1181.60716,Medium,1944,2,False,False,True
chevrolet cavalier wagon,27.0,4.0,112.0,88.0,2640.0,18.6,82,usa,1197.48288,Medium,1944,2,False,False,True
chevrolet cavalier 2-door,34.0,4.0,112.0,88.0,2395.0,18.0,82,usa,1086.35284,High,1944,2,False,False,True
pontiac j2000 se hatchback,31.0,4.0,112.0,85.0,2575.0,16.2,82,usa,1167.9994,High,1944,2,False,False,True
dodge aries se,29.0,4.0,135.0,84.0,2525.0,16.0,82,usa,1145.3198,Medium,1944,2,False,False,True
pontiac phoenix,27.0,4.0,151.0,90.0,2735.0,18.0,82,usa,1240.57412,Medium,1944,2,False,False,True
ford fairmont futura,24.0,4.0,140.0,92.0,2865.0,16.4,82,usa,1299.54108,Medium,1944,2,False,False,True
amc concord dl,23.0,4.0,151.0,92.5,3035.0,20.5,82,usa,1376.65172,Medium,1944,2,False,False,True
volkswagen rabbit l,36.0,4.0,105.0,74.0,1980.0,15.3,82,europe,898.11216,High,1944,0,True,False,False
mazda glc custom l,37.0,4.0,91.0,68.0,2025.0,18.2,82,japan,918.5237999999999,High,1944,1,False,True,False
mazda glc custom,31.0,4.0,91.0,68.0,1970.0,17.6,82,japan,893.57624,High,1944,1,False,True,False
plymouth horizon miser,38.0,4.0,105.0,63.0,2125.0,14.7,82,usa,963.883,High,1944,2,False,False,True
mercury lynx l,36.0,4.0,98.0,70.0,2125.0,17.3,82,usa,963.883,High,1944,2,False,False,True
nissan stanza xe,36.0,4.0,120.0,88.0,2160.0,14.5,82,japan,979.75872,High,1944,1,False,True,False
honda accord,36.0,4.0,107.0,75.0,2205.0,14.5,82,japan,1000.17036,High,1944,1,False,True,False
toyota corolla,34.0,4.0,108.0,70.0,2245.0,16.9,82,japan,1018.31404,High,1944,1,False,True,False
honda civic,38.0,4.0,91.0,67.0,1965.0,15.0,82,japan,891.30828,High,1944,1,False,True,False
honda civic (auto),32.0,4.0,91.0,67.0,1965.0,15.7,82,japan,891.30828,High,1944,1,False,True,False
datsun 310 gx,38.0,4.0,91.0,67.0,1995.0,16.2,82,japan,904.91604,High,1944,1,False,True,False
buick century limited,25.0,6.0,181.0,110.0,2945.0,16.4,82,usa,1335.82844,Medium,1944,2,False,False,True
oldsmobile cutlass ciera (diesel),38.0,6.0,262.0,85.0,3015.0,17.0,82,usa,1367.57988,High,1944,2,False,False,True
chrysler lebaron medallion,26.0,4.0,156.0,92.0,2585.0,14.5,82,usa,1172.53532,Medium,1944,2,False,False,True
ford granada l,22.0,6.0,232.0,112.0,2835.0,14.7,82,usa,1285.93332,Medium,1944,2,False,False,True
toyota celica gt,32.0,4.0,144.0,96.0,2665.0,13.9,82,japan,1208.82268,High,1944,1,False,True,False
dodge charger 2.2,36.0,4.0,135.0,84.0,2370.0,13.0,82,usa,1075.01304,High,1944,2,False,False,True
chevrolet camaro,27.0,4.0,151.0,90.0,2950.0,17.3,82,usa,1338.0964,Medium,1944,2,False,False,True
ford mustang gl,27.0,4.0,140.0,86.0,2790.0,15.6,82,usa,1265.52168,Medium,1944,2,False,False,True
vw pickup,44.0,4.0,97.0,52.0,2130.0,24.6,82,europe,966.1509599999999,High,1944,0,True,False,False
dodge rampage,32.0,4.0,135.0,84.0,2295.0,11.6,82,usa,1040.99364,High,1944,2,False,False,True
ford ranger,28.0,4.0,120.0,79.0,2625.0,18.6,82,usa,1190.679,Medium,1944,2,False,False,True
chevy s-10,31.0,4.0,119.0,82.0,2720.0,19.4,82,usa,1233.77024,High,1944,2,False,False,True
