time,temperature_2m,relative_humidity_2m,wind_speed_10m,city
2026-08-19T23:00,21.7,93,10.7,Mysuru
2026-08-20T00:00,22.0,92,10.8,Mysuru
2026-08-20T01:00,22.0,92,11.3,Mysuru
2026-08-20T02:00,23.1,86,12.8,Mysuru
2026-08-20T03:00,24.5,78,13.6,Mysuru
2026-08-20T04:00,26.1,72,12.1,Mysuru
2026-08-20T05:00,27.1,66,14.4,Mysuru
2026-08-20T06:00,27.8,60,14.6,Mysuru
2026-08-20T07:00,28.4,59,15.7,Mysuru
2026-08-20T08:00,26.7,68,17.6,Mysuru
2026-08-20T09:00,28.7,58,15.9,Mysuru
2026-08-20T10:00,28.8,55,17.5,Mysuru
2026-08-20T11:00,27.3,59,20.3,Mysuru
2026-08-20T12:00,26.1,66,19.5,Mysuru
2026-08-20T13:00,24.6,74,17.5,Mysuru
2026-08-20T14:00,23.7,79,18.0,Mysuru
2026-08-20T15:00,22.9,81,17.6,Mysuru
2026-08-20T16:00,22.2,85,16.6,Mysuru
2026-08-20T17:00,21.7,88,14.4,Mysuru
2026-08-20T18:00,21.3,90,13.8,Mysuru
2026-08-20T19:00,20.9,92,13.8,Mysuru
2026-08-20T20:00,20.5,94,12.9,Mysuru
2026-08-20T21:00,20.7,92,13.3,Mysuru
2026-08-20T22:00,21.0,90,12.8,Mysuru
2026-08-20T23:00,21.1,89,11.8,Mysuru
2026-08-21T00:00,20.5,93,11.4,Mysuru
2026-08-21T01:00,20.1,95,12.7,Mysuru
2026-08-21T02:00,21.5,86,16.5,Mysuru
2026-08-21T03:00,22.9,77,18.0,Mysuru
2026-08-21T04:00,24.8,68,18.7,Mysuru
2026-08-21T05:00,26.2,62,18.6,Mysuru
2026-08-21T06:00,28.2,54,19.8,Mysuru
2026-08-21T07:00,28.6,52,19.3,Mysuru
2026-08-21T08:00,29.3,49,20.7,Mysuru
2026-08-21T09:00,29.0,49,20.9,Mysuru
2026-08-21T10:00,28.8,51,22.5,Mysuru
2026-08-21T11:00,28.1,52,24.0,Mysuru
2026-08-21T12:00,26.1,63,21.8,Mysuru
2026-08-21T13:00,24.6,70,20.2,Mysuru
2026-08-21T14:00,23.2,77,17.9,Mysuru
2026-08-21T15:00,22.0,82,18.0,Mysuru
2026-08-21T16:00,21.1,88,17.1,Mysuru
2026-08-21T17:00,20.8,91,15.9,Mysuru
2026-08-21T18:00,20.7,92,16.3,Mysuru
2026-08-21T19:00,20.9,91,15.0,Mysuru
2026-08-21T20:00,21.2,90,15.0,Mysuru
2026-08-21T21:00,21.2,90,15.5,Mysuru
2026-08-21T22:00,21.1,90,15.0,Mysuru
2026-08-21T23:00,21.5,89,15.0,Mysuru
2026-08-22T00:00,21.5,89,14.6,Mysuru
2026-08-22T01:00,21.6,89,15.6,Mysuru
2026-08-22T02:00,22.0,87,15.6,Mysuru
2026-08-22T03:00,23.6,78,19.0,Mysuru
2026-08-22T04:00,24.9,71,20.3,Mysuru
2026-08-22T05:00,25.2,70,19.0,Mysuru
2026-08-22T06:00,27.3,64,20.9,Mysuru
2026-08-22T07:00,28.5,58,21.1,Mysuru
2026-08-22T08:00,29.5,53,21.6,Mysuru
2026-08-22T09:00,29.3,52,23.4,Mysuru
2026-08-22T10:00,29.0,52,22.3,Mysuru
2026-08-22T11:00,27.9,55,22.5,Mysuru
2026-08-22T12:00,26.2,65,21.6,Mysuru
2026-08-22T13:00,24.5,75,20.8,Mysuru
2026-08-22T14:00,23.0,83,17.1,Mysuru
2026-08-22T15:00,22.3,86,15.5,Mysuru
2026-08-22T16:00,21.9,88,14.5,Mysuru
2026-08-22T17:00,21.6,90,12.7,Mysuru
2026-08-22T18:00,21.4,90,13.6,Mysuru
2026-08-22T19:00,21.2,91,15.3,Mysuru
2026-08-22T20:00,20.9,92,14.3,Mysuru
2026-08-22T21:00,20.9,92,14.7,Mysuru
2026-08-22T22:00,21.1,90,13.9,Mysuru
2026-08-22T23:00,21.3,89,14.0,Mysuru
2026-08-23T00:00,21.2,90,13.9,Mysuru
2026-08-23T01:00,21.2,90,14.0,Mysuru
2026-08-23T02:00,22.3,84,15.7,Mysuru
2026-08-23T03:00,23.8,77,19.5,Mysuru
2026-08-23T04:00,25.4,69,19.3,Mysuru
2026-08-23T05:00,26.1,66,19.7,Mysuru
2026-08-23T06:00,27.9,60,19.4,Mysuru
2026-08-23T07:00,28.4,60,20.8,Mysuru
2026-08-23T08:00,28.7,57,21.3,Mysuru
2026-08-23T09:00,27.5,65,22.3,Mysuru
2026-08-23T10:00,27.4,65,23.6,Mysuru
2026-08-23T11:00,25.8,70,23.6,Mysuru
2026-08-23T12:00,25.5,70,22.4,Mysuru
2026-08-23T13:00,23.7,81,20.1,Mysuru
2026-08-23T14:00,23.0,85,17.8,Mysuru
2026-08-23T15:00,22.4,87,16.6,Mysuru
2026-08-23T16:00,21.8,90,15.4,Mysuru
2026-08-23T17:00,21.8,90,14.8,Mysuru
2026-08-23T18:00,22.3,87,16.3,Mysuru
2026-08-23T19:00,22.1,88,15.0,Mysuru
2026-08-23T20:00,21.8,89,15.7,Mysuru
2026-08-23T21:00,21.6,90,14.3,Mysuru
2026-08-23T22:00,21.5,89,16.2,Mysuru
2026-08-23T23:00,21.3,89,15.3,Mysuru
2026-08-24T00:00,21.5,88,13.9,Mysuru
2026-08-24T01:00,22.0,85,16.0,Mysuru
2026-08-24T02:00,22.8,82,18.8,Mysuru
2026-08-24T03:00,23.7,78,20.8,Mysuru
2026-08-24T04:00,24.8,72,21.0,Mysuru
2026-08-24T05:00,26.1,67,20.4,Mysuru
2026-08-24T06:00,26.9,64,20.4,Mysuru
2026-08-24T07:00,26.8,66,21.9,Mysuru
2026-08-24T08:00,26.2,70,24.2,Mysuru
2026-08-24T09:00,25.6,74,25.4,Mysuru
2026-08-24T10:00,25.1,76,24.9,Mysuru
2026-08-24T11:00,24.7,78,23.7,Mysuru
2026-08-24T12:00,24.2,81,22.2,Mysuru
2026-08-24T13:00,23.5,84,20.7,Mysuru
2026-08-24T14:00,22.7,87,19.2,Mysuru
2026-08-24T15:00,22.2,89,17.9,Mysuru
2026-08-24T16:00,21.9,90,17.0,Mysuru
2026-08-24T17:00,21.9,90,16.2,Mysuru
2026-08-24T18:00,21.8,90,15.7,Mysuru
2026-08-24T19:00,21.6,91,15.1,Mysuru
2026-08-24T20:00,21.4,92,14.8,Mysuru
2026-08-24T21:00,21.3,92,14.4,Mysuru
2026-08-24T22:00,21.3,92,14.0,Mysuru
2026-08-24T23:00,21.5,91,13.5,Mysuru
2026-08-25T00:00,21.7,89,13.8,Mysuru
2026-08-25T01:00,22.2,86,15.5,Mysuru
2026-08-25T02:00,22.7,83,17.9,Mysuru
2026-08-25T03:00,23.4,79,20.0,Mysuru
2026-08-25T04:00,24.3,75,21.3,Mysuru
2026-08-25T05:00,25.3,71,22.7,Mysuru
2026-08-25T06:00,26.1,68,23.9,Mysuru
2026-08-25T07:00,26.3,68,25.0,Mysuru
2026-08-25T08:00,26.3,70,25.6,Mysuru
2026-08-25T09:00,26.1,71,25.9,Mysuru
2026-08-25T10:00,25.9,71,25.8,Mysuru
2026-08-25T11:00,25.5,71,25.2,Mysuru
2026-08-25T12:00,25.0,72,24.2,Mysuru
2026-08-25T13:00,24.1,76,22.4,Mysuru
2026-08-25T14:00,23.0,82,20.0,Mysuru
2026-08-25T15:00,22.2,87,18.1,Mysuru
2026-08-25T16:00,21.9,89,17.5,Mysuru
2026-08-25T17:00,21.9,89,17.4,Mysuru
2026-08-25T18:00,21.9,88,17.3,Mysuru
2026-08-25T19:00,21.8,89,16.9,Mysuru
2026-08-25T20:00,21.8,89,16.6,Mysuru
2026-08-25T21:00,21.7,89,16.5,Mysuru
2026-08-25T22:00,21.6,90,16.4,Mysuru
2026-08-25T23:00,21.4,90,16.6,Mysuru
2026-08-26T00:00,21.5,89,17.3,Mysuru
2026-08-26T01:00,22.0,87,19.0,Mysuru
2026-08-26T02:00,22.7,82,21.5,Mysuru
2026-08-26T03:00,23.5,78,23.7,Mysuru
2026-08-26T04:00,24.4,74,24.5,Mysuru
2026-08-26T05:00,25.5,70,24.4,Mysuru
2026-08-26T06:00,26.2,67,24.4,Mysuru
2026-08-26T07:00,27.1,64,23.4,Mysuru
2026-08-26T08:00,27.2,64,23.8,Mysuru
2026-08-26T09:00,27.1,64,24.2,Mysuru
2026-08-26T10:00,26.8,65,24.3,Mysuru
2026-08-26T11:00,26.5,66,24.2,Mysuru
2026-08-26T12:00,26.1,68,23.7,Mysuru
2026-08-26T13:00,25.6,70,22.8,Mysuru
2026-08-26T14:00,24.8,74,21.4,Mysuru
2026-08-26T15:00,23.9,78,19.9,Mysuru
2026-08-26T16:00,23.0,82,18.4,Mysuru
2026-08-26T17:00,22.3,87,17.1,Mysuru
2026-08-26T18:00,21.7,90,16.1,Mysuru
2026-08-26T19:00,21.4,91,15.4,Mysuru
2026-08-26T20:00,21.1,93,15.0,Mysuru
2026-08-26T21:00,21.0,93,14.7,Mysuru
2026-08-26T22:00,21.0,93,14.5,Mysuru
2026-08-26T23:00,21.2,92,14.5,Mysuru
2026-08-13T00:00,28.5,80,9.6,Chennai
2026-08-13T01:00,28.4,81,11.0,Chennai
2026-08-13T02:00,29.4,76,10.5,Chennai
2026-08-13T03:00,30.9,66,11.2,Chennai
2026-08-13T04:00,32.2,58,11.2,Chennai
2026-08-13T05:00,33.4,54,9.8,Chennai
2026-08-13T06:00,33.6,52,14.6,Chennai
2026-08-13T07:00,34.1,50,15.5,Chennai
2026-08-13T08:00,34.7,47,14.9,Chennai
2026-08-13T09:00,34.8,46,13.6,Chennai
2026-08-13T10:00,35.0,45,8.7,Chennai
2026-08-13T11:00,34.5,46,1.3,Chennai
2026-08-13T12:00,31.6,62,10.7,Chennai
2026-08-13T13:00,31.3,63,9.2,Chennai
2026-08-13T14:00,31.0,62,10.8,Chennai
2026-08-13T15:00,30.8,68,11.1,Chennai
2026-08-13T16:00,30.6,69,11.3,Chennai
2026-08-13T17:00,30.0,75,12.3,Chennai
2026-08-13T18:00,30.0,73,13.3,Chennai
2026-08-13T19:00,27.8,80,14.7,Chennai
2026-08-13T20:00,27.3,88,8.1,Chennai
2026-08-13T21:00,27.4,88,8.3,Chennai
2026-08-13T22:00,27.7,87,8.0,Chennai
2026-08-13T23:00,27.7,86,8.8,Chennai
2026-08-14T00:00,28.3,83,9.3,Chennai
2026-08-14T01:00,28.3,80,10.8,Chennai
2026-08-14T02:00,29.3,73,11.2,Chennai
2026-08-14T03:00,30.5,67,10.3,Chennai
2026-08-14T04:00,31.7,59,13.6,Chennai
2026-08-14T05:00,32.6,55,13.1,Chennai
2026-08-14T06:00,33.7,53,12.1,Chennai
2026-08-14T07:00,34.5,50,11.0,Chennai
2026-08-14T08:00,35.0,49,9.8,Chennai
2026-08-14T09:00,35.0,49,6.5,Chennai
2026-08-14T10:00,35.1,48,6.8,Chennai
2026-08-14T11:00,33.8,54,7.0,Chennai
2026-08-14T12:00,30.5,77,13.9,Chennai
2026-08-14T13:00,30.1,74,10.9,Chennai
2026-08-14T14:00,30.2,76,7.3,Chennai
2026-08-14T15:00,30.2,76,8.0,Chennai
2026-08-14T16:00,30.2,76,10.3,Chennai
2026-08-14T17:00,29.9,78,12.8,Chennai
2026-08-14T18:00,30.0,81,13.5,Chennai
2026-08-14T19:00,29.3,79,12.6,Chennai
2026-08-14T20:00,28.8,77,12.3,Chennai
2026-08-14T21:00,28.2,75,11.5,Chennai
2026-08-14T22:00,28.1,76,9.2,Chennai
2026-08-14T23:00,28.1,76,9.3,Chennai
2026-08-15T00:00,28.7,74,10.4,Chennai
2026-08-15T01:00,28.5,73,11.2,Chennai
2026-08-15T02:00,29.1,70,10.4,Chennai
2026-08-15T03:00,30.4,64,10.3,Chennai
2026-08-15T04:00,31.4,56,14.1,Chennai
2026-08-15T05:00,32.3,54,13.4,Chennai
2026-08-15T06:00,32.7,54,15.3,Chennai
2026-08-15T07:00,33.8,50,14.7,Chennai
2026-08-15T08:00,33.8,48,14.8,Chennai
2026-08-15T09:00,35.3,43,12.4,Chennai
2026-08-15T10:00,35.5,43,5.2,Chennai
2026-08-15T11:00,34.8,45,2.7,Chennai
2026-08-15T12:00,32.9,55,6.1,Chennai
2026-08-15T13:00,30.4,77,11.5,Chennai
2026-08-15T14:00,29.9,73,13.9,Chennai
2026-08-15T15:00,29.5,81,13.7,Chennai
2026-08-15T16:00,29.5,81,12.5,Chennai
2026-08-15T17:00,29.2,81,11.8,Chennai
2026-08-15T18:00,29.7,82,15.3,Chennai
2026-08-15T19:00,29.3,82,14.4,Chennai
2026-08-15T20:00,29.1,80,12.7,Chennai
2026-08-15T21:00,28.6,78,10.5,Chennai
2026-08-15T22:00,28.2,79,8.7,Chennai
2026-08-15T23:00,27.8,82,8.7,Chennai
2026-08-16T00:00,28.6,78,10.6,Chennai
2026-08-16T01:00,28.8,70,11.4,Chennai
2026-08-16T02:00,30.0,62,11.5,Chennai
2026-08-16T03:00,31.4,57,14.1,Chennai
2026-08-16T04:00,32.4,53,12.4,Chennai
2026-08-16T05:00,33.5,51,10.2,Chennai
2026-08-16T06:00,34.1,49,10.6,Chennai
2026-08-16T07:00,34.8,46,10.1,Chennai
2026-08-16T08:00,35.2,43,4.7,Chennai
2026-08-16T09:00,33.9,53,7.9,Chennai
2026-08-16T10:00,32.2,64,13.6,Chennai
2026-08-16T11:00,31.8,69,13.5,Chennai
2026-08-16T12:00,31.5,64,13.0,Chennai
2026-08-16T13:00,30.8,74,11.4,Chennai
2026-08-16T14:00,30.5,75,11.9,Chennai
2026-08-16T15:00,30.4,74,12.9,Chennai
2026-08-16T16:00,30.0,81,12.5,Chennai
2026-08-16T17:00,30.0,80,11.9,Chennai
2026-08-16T18:00,30.0,78,13.9,Chennai
2026-08-16T19:00,29.6,79,11.9,Chennai
2026-08-16T20:00,29.3,78,9.8,Chennai
2026-08-16T21:00,28.9,77,9.0,Chennai
2026-08-16T22:00,28.5,77,8.6,Chennai
2026-08-16T23:00,28.3,77,7.3,Chennai
2026-08-17T00:00,28.6,77,9.3,Chennai
2026-08-17T01:00,28.7,76,10.5,Chennai
2026-08-17T02:00,29.7,70,11.9,Chennai
2026-08-17T03:00,31.0,63,12.4,Chennai
2026-08-17T04:00,31.9,57,12.9,Chennai
2026-08-17T05:00,33.1,52,11.2,Chennai
2026-08-17T06:00,34.3,48,10.6,Chennai
2026-08-17T07:00,34.7,47,8.3,Chennai
2026-08-17T08:00,35.3,43,1.9,Chennai
2026-08-17T09:00,34.2,50,6.3,Chennai
2026-08-17T10:00,33.0,59,11.2,Chennai
2026-08-17T11:00,31.7,69,12.9,Chennai
2026-08-17T12:00,30.8,71,17.3,Chennai
2026-08-17T13:00,30.5,74,9.3,Chennai
2026-08-17T14:00,30.3,76,8.1,Chennai
2026-08-17T15:00,30.1,76,9.9,Chennai
2026-08-17T16:00,30.0,76,11.7,Chennai
2026-08-17T17:00,29.6,84,13.6,Chennai
2026-08-17T18:00,30.0,83,15.8,Chennai
2026-08-17T19:00,29.6,82,16.8,Chennai
2026-08-17T20:00,28.8,80,12.6,Chennai
2026-08-17T21:00,28.1,79,12.0,Chennai
2026-08-17T22:00,27.7,81,10.4,Chennai
2026-08-17T23:00,27.5,82,9.4,Chennai
2026-08-18T00:00,28.6,79,8.7,Chennai
2026-08-18T01:00,28.9,77,9.4,Chennai
2026-08-18T02:00,30.8,62,12.0,Chennai
2026-08-18T03:00,32.3,51,17.3,Chennai
2026-08-18T04:00,33.4,46,14.6,Chennai
2026-08-18T05:00,34.9,42,12.7,Chennai
2026-08-18T06:00,35.9,40,12.5,Chennai
2026-08-18T07:00,35.9,39,11.5,Chennai
2026-08-18T08:00,36.1,39,5.1,Chennai
2026-08-18T09:00,35.0,44,6.0,Chennai
2026-08-18T10:00,32.6,56,14.7,Chennai
2026-08-18T11:00,32.1,57,13.6,Chennai
2026-08-18T12:00,32.8,56,8.9,Chennai
2026-08-18T13:00,32.2,55,10.9,Chennai
2026-08-18T14:00,31.8,57,13.5,Chennai
2026-08-18T15:00,31.5,61,13.7,Chennai
2026-08-18T16:00,31.1,68,14.4,Chennai
2026-08-18T17:00,30.8,72,12.3,Chennai
2026-08-18T18:00,31.2,67,12.7,Chennai
2026-08-18T19:00,28.6,78,15.5,Chennai
2026-08-18T20:00,27.8,80,9.6,Chennai
2026-08-18T21:00,27.6,79,14.1,Chennai
2026-08-18T22:00,26.1,86,11.9,Chennai
2026-08-18T23:00,25.8,91,11.6,Chennai
2026-08-19T00:00,27.7,79,5.6,Chennai
2026-08-19T01:00,27.1,83,11.7,Chennai
2026-08-19T02:00,27.6,82,5.7,Chennai
2026-08-19T03:00,30.0,72,6.6,Chennai
2026-08-19T04:00,32.5,58,8.1,Chennai
2026-08-19T05:00,34.6,48,12.6,Chennai
2026-08-19T06:00,35.9,44,10.7,Chennai
2026-08-19T07:00,35.2,45,8.3,Chennai
2026-08-19T08:00,34.7,48,5.3,Chennai
2026-08-19T09:00,28.9,77,11.8,Chennai
2026-08-19T10:00,30.4,68,3.1,Chennai
2026-08-19T11:00,31.4,65,6.5,Chennai
2026-08-19T12:00,31.6,65,12.6,Chennai
2026-08-19T13:00,30.1,75,11.3,Chennai
2026-08-19T14:00,29.9,77,10.1,Chennai
2026-08-19T15:00,29.6,79,8.8,Chennai
2026-08-19T16:00,29.4,80,11.5,Chennai
2026-08-19T17:00,28.9,80,11.6,Chennai
2026-08-19T18:00,27.8,85,13.5,Chennai
2026-08-19T19:00,27.5,86,15.3,Chennai
2026-08-19T20:00,26.8,88,12.6,Chennai
2026-08-19T21:00,26.7,88,11.2,Chennai
2026-08-19T22:00,26.7,89,10.7,Chennai
2026-08-19T23:00,26.6,91,10.9,Chennai
2026-08-20T00:00,27.3,85,12.7,Chennai
2026-08-20T01:00,27.4,84,10.7,Chennai
2026-08-20T02:00,28.7,78,10.5,Chennai
2026-08-20T03:00,30.6,68,11.6,Chennai
2026-08-20T04:00,32.3,59,11.0,Chennai
2026-08-20T05:00,33.8,54,10.7,Chennai
2026-08-20T06:00,34.8,50,11.0,Chennai
2026-08-20T07:00,35.3,48,8.9,Chennai
2026-08-20T08:00,35.8,45,7.1,Chennai
2026-08-20T09:00,34.9,47,3.4,Chennai
2026-08-20T10:00,32.5,60,11.9,Chennai
2026-08-20T11:00,31.0,69,14.1,Chennai
2026-08-20T12:00,30.8,66,11.4,Chennai
2026-08-20T13:00,30.2,73,11.6,Chennai
2026-08-20T14:00,29.7,79,15.0,Chennai
2026-08-20T15:00,29.3,83,15.0,Chennai
2026-08-20T16:00,28.8,79,14.9,Chennai
2026-08-20T17:00,28.1,79,18.5,Chennai
2026-08-20T18:00,26.8,83,14.0,Chennai
2026-08-20T19:00,25.0,94,23.2,Chennai
2026-08-20T20:00,25.2,93,14.8,Chennai
2026-08-20T21:00,25.2,94,12.1,Chennai
2026-08-20T22:00,25.3,94,11.6,Chennai
2026-08-20T23:00,25.4,94,10.3,Chennai
2026-08-21T00:00,25.5,93,10.3,Chennai
2026-08-21T01:00,25.9,90,10.2,Chennai
2026-08-21T02:00,27.3,86,9.0,Chennai
2026-08-21T03:00,29.2,74,10.9,Chennai
2026-08-21T04:00,30.8,62,11.9,Chennai
2026-08-21T05:00,32.0,57,10.1,Chennai
2026-08-21T06:00,33.0,53,10.5,Chennai
2026-08-21T07:00,34.0,51,11.0,Chennai
2026-08-21T08:00,34.8,48,9.2,Chennai
2026-08-21T09:00,35.0,48,7.5,Chennai
2026-08-21T10:00,34.4,49,5.7,Chennai
2026-08-21T11:00,32.6,56,7.4,Chennai
2026-08-21T12:00,31.7,59,9.6,Chennai
2026-08-21T13:00,30.4,69,12.9,Chennai
2026-08-21T14:00,29.6,73,11.1,Chennai
2026-08-21T15:00,29.1,74,10.0,Chennai
2026-08-21T16:00,28.7,75,10.6,Chennai
2026-08-21T17:00,28.5,74,9.9,Chennai
2026-08-21T18:00,27.8,76,9.1,Chennai
2026-08-21T19:00,27.2,78,5.7,Chennai
2026-08-21T20:00,27.5,78,7.9,Chennai
2026-08-21T21:00,27.5,79,10.2,Chennai
2026-08-21T22:00,27.1,80,9.7,Chennai
2026-08-21T23:00,26.9,82,9.6,Chennai
2026-08-22T00:00,26.8,81,10.3,Chennai
2026-08-22T01:00,26.8,73,11.1,Chennai
2026-08-22T02:00,28.0,66,9.7,Chennai
2026-08-22T03:00,29.8,58,12.6,Chennai
2026-08-22T04:00,31.3,53,13.4,Chennai
2026-08-22T05:00,32.5,50,11.2,Chennai
2026-08-22T06:00,33.6,48,14.1,Chennai
2026-08-22T07:00,34.9,43,14.1,Chennai
2026-08-22T08:00,35.9,40,12.6,Chennai
2026-08-22T09:00,36.4,38,6.2,Chennai
2026-08-22T10:00,35.2,43,6.6,Chennai
2026-08-22T11:00,33.8,55,11.1,Chennai
2026-08-22T12:00,32.5,63,14.3,Chennai
2026-08-22T13:00,30.9,70,16.6,Chennai
2026-08-22T14:00,30.3,69,19.3,Chennai
2026-08-22T15:00,27.7,77,15.3,Chennai
2026-08-22T16:00,26.3,87,12.0,Chennai
2026-08-22T17:00,26.4,85,13.7,Chennai
2026-08-22T18:00,25.4,92,14.4,Chennai
2026-08-22T19:00,25.5,91,6.1,Chennai
2026-08-22T20:00,25.4,92,8.4,Chennai
2026-08-22T21:00,25.4,93,9.8,Chennai
2026-08-22T22:00,25.8,88,11.3,Chennai
2026-08-22T23:00,26.0,89,11.5,Chennai
2026-08-23T00:00,25.9,90,9.7,Chennai
2026-08-23T01:00,26.1,89,9.4,Chennai
2026-08-23T02:00,27.3,83,8.7,Chennai
2026-08-23T03:00,29.2,70,10.5,Chennai
2026-08-23T04:00,30.8,60,11.8,Chennai
2026-08-23T05:00,32.0,56,10.6,Chennai
2026-08-23T06:00,33.1,54,11.9,Chennai
2026-08-23T07:00,34.1,51,12.8,Chennai
2026-08-23T08:00,34.6,49,11.7,Chennai
2026-08-23T09:00,35.3,48,9.6,Chennai
2026-08-23T10:00,35.0,48,8.4,Chennai
2026-08-23T11:00,32.7,64,15.1,Chennai
2026-08-23T12:00,31.1,73,16.4,Chennai
2026-08-23T13:00,30.1,76,13.5,Chennai
2026-08-23T14:00,28.4,81,15.3,Chennai
2026-08-23T15:00,27.0,93,9.6,Chennai
2026-08-23T16:00,26.8,90,14.5,Chennai
2026-08-23T17:00,26.0,89,12.8,Chennai
2026-08-23T18:00,24.7,96,12.5,Chennai
2026-08-23T19:00,24.9,98,5.3,Chennai
2026-08-23T20:00,25.1,98,8.4,Chennai
2026-08-23T21:00,25.5,96,8.7,Chennai
2026-08-23T22:00,25.5,94,9.9,Chennai
2026-08-23T23:00,25.5,92,11.9,Chennai
2026-08-24T00:00,25.4,92,11.4,Chennai
2026-08-24T01:00,26.3,86,11.2,Chennai
2026-08-24T02:00,27.5,80,10.5,Chennai
2026-08-24T03:00,28.8,73,10.3,Chennai
2026-08-24T04:00,30.3,65,12.4,Chennai
2026-08-24T05:00,31.9,58,15.7,Chennai
2026-08-24T06:00,33.2,53,17.2,Chennai
2026-08-24T07:00,34.0,49,14.8,Chennai
2026-08-24T08:00,34.6,47,10.5,Chennai
2026-08-24T09:00,34.4,48,8.7,Chennai
2026-08-24T10:00,33.3,55,10.1,Chennai
2026-08-24T11:00,31.5,67,12.5,Chennai
2026-08-24T12:00,29.9,78,14.4,Chennai
2026-08-24T13:00,29.0,83,14.7,Chennai
2026-08-24T14:00,28.2,85,14.6,Chennai
2026-08-24T15:00,27.7,86,14.3,Chennai
2026-08-24T16:00,27.2,88,13.4,Chennai
2026-08-24T17:00,26.9,89,12.4,Chennai
2026-08-24T18:00,26.7,89,11.8,Chennai
2026-08-24T19:00,26.6,88,12.2,Chennai
2026-08-24T20:00,26.5,86,13.0,Chennai
2026-08-24T21:00,26.5,85,13.5,Chennai
2026-08-24T22:00,26.4,84,13.4,Chennai
2026-08-24T23:00,26.4,83,13.1,Chennai
2026-08-25T00:00,26.6,81,12.8,Chennai
2026-08-25T01:00,27.1,78,12.0,Chennai
2026-08-25T02:00,27.8,75,11.0,Chennai
2026-08-25T03:00,28.7,71,10.7,Chennai
2026-08-25T04:00,29.9,65,12.7,Chennai
2026-08-25T05:00,31.4,58,16.3,Chennai
2026-08-25T06:00,32.6,54,18.4,Chennai
2026-08-25T07:00,33.5,51,16.9,Chennai
2026-08-25T08:00,34.2,50,13.6,Chennai
2026-08-25T09:00,34.2,51,11.9,Chennai
2026-08-25T10:00,33.2,56,13.8,Chennai
2026-08-25T11:00,31.6,64,17.6,Chennai
2026-08-25T12:00,30.1,72,19.5,Chennai
2026-08-25T13:00,28.9,76,17.0,Chennai
2026-08-25T14:00,27.9,79,13.2,Chennai
2026-08-25T15:00,27.2,81,11.7,Chennai
2026-08-25T16:00,26.9,82,11.0,Chennai
2026-08-25T17:00,26.9,83,10.7,Chennai
2026-08-25T18:00,26.9,83,10.8,Chennai
2026-08-25T19:00,26.8,84,11.2,Chennai
2026-08-25T20:00,26.6,84,11.7,Chennai
2026-08-25T21:00,26.5,84,12.1,Chennai
2026-08-25T22:00,26.5,82,12.7,Chennai
2026-08-25T23:00,26.6,79,13.6,Chennai
2026-08-26T00:00,26.9,75,14.0,Chennai
2026-08-26T01:00,27.4,74,12.6,Chennai
2026-08-26T02:00,28.0,72,10.4,Chennai
2026-08-26T03:00,28.9,69,9.3,Chennai
2026-08-26T04:00,30.3,63,10.3,Chennai
2026-08-26T05:00,31.9,56,13.1,Chennai
2026-08-26T06:00,33.0,52,15.4,Chennai
2026-08-26T07:00,34.3,47,15.5,Chennai
2026-08-26T08:00,34.5,47,12.1,Chennai
2026-08-26T09:00,34.5,48,8.3,Chennai
2026-08-26T10:00,34.3,49,6.2,Chennai
2026-08-26T11:00,33.9,51,7.1,Chennai
2026-08-26T12:00,33.4,54,8.6,Chennai
2026-08-26T13:00,32.5,57,9.5,Chennai
2026-08-26T14:00,31.3,62,10.4,Chennai
2026-08-26T15:00,30.0,67,11.2,Chennai
2026-08-26T16:00,28.6,73,12.3,Chennai
2026-08-26T17:00,27.4,79,13.8,Chennai
2026-08-26T18:00,26.6,83,14.5,Chennai
2026-08-26T19:00,26.1,85,14.7,Chennai
2026-08-26T20:00,25.7,86,14.1,Chennai
2026-08-26T21:00,25.6,86,13.5,Chennai
2026-08-26T22:00,25.6,85,12.6,Chennai
2026-08-26T23:00,25.9,83,12.1,Chennai
